ticket_id,ticket_text,intent,organization,contract,priority,channel,asset,user_role,previous_resolver,assignment_history,assignment_count,correct_resolver
TCK-1499,Help needed: Suspicious multiple failed login attempts from unknown IP address,Security Incident,XYZ Ltd,Basic Support,High,Phone,Cloud VM,External Partner,None,None,1,Security Team
TCK-1500,System Alert - Auto-scaling group failing to launch new cloud instances,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Chat,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1501,SQL query execution timing out for reporting service,Database Outage,Acme Technologies,Mission Critical,Medium,Portal,Database Server,Security Admin,Hardware Team,Hardware Team,2,Database Team
TCK-1502,Kubernetes pod crash loop backoff on cloud node,Cloud Outage,Acme Technologies,Mission Critical,Critical,Chat,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1503,User inquiry: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,Global Finance Inc,Premium SLA,Medium,Portal,Laptop,Security Admin,Database Team,Network Team,2,Application Team
TCK-1504,System Alert - SQL query execution timing out for reporting service,Database Outage,ABC Corp,Standard Enterprise,Critical,Portal,Database Server,Employee,Cloud Team,Network Team -> Network Team,3,Database Team
TCK-1505,Issue reported: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,ABC Corp,Standard Enterprise,Medium,Email,Desktop,Security Admin,None,None,1,Hardware Team
TCK-1506,Issue reported: Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,Critical,Phone,Laptop,Employee,None,None,1,Security Team
TCK-1507,Help needed: Potential data exfiltration alert triggered on firewall,Security Incident,Global Finance Inc,Premium SLA,High,Chat,Application Server,Manager,None,None,1,Security Team
TCK-1508,System Alert - Auto-scaling group failing to launch new cloud instances,Cloud Outage,Acme Technologies,Mission Critical,High,Portal,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1509,Help needed: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,XYZ Ltd,Basic Support,Low,Email,Laptop,IT Admin,None,None,1,Hardware Team
TCK-1510,URGENT: Potential data exfiltration alert triggered on firewall,Security Incident,Global Finance Inc,Premium SLA,Medium,Chat,VPN,Security Admin,None,None,1,Security Team
TCK-1511,URGENT: Web portal throwing HTTP 500 internal server error,Application Crash,Acme Technologies,Mission Critical,Critical,Chat,Laptop,Manager,Hardware Team,Hardware Team -> Security Team -> Database Team,4,Application Team
TCK-1512,VPN client giving authentication error 800,VPN Issue,XYZ Ltd,Basic Support,High,Phone,Network Device,External Partner,None,None,1,Application Team
TCK-1513,Issue reported: VPN tunnel dropping connection every few minutes,VPN Issue,Acme Technologies,Mission Critical,Critical,Phone,Network Device,Employee,None,None,1,Network Team
TCK-1514,Help needed: Ransomware threat notification detected on workstation,Security Incident,ABC Corp,Standard Enterprise,Medium,Email,Laptop,Manager,None,None,1,Security Team
TCK-1515,Issue reported: Solid state drive reporting SMART disk failure error,Hardware Fault,Global Finance Inc,Premium SLA,Low,Email,Laptop,Employee,Database Team,Hardware Team,2,Application Team
TCK-1516,Help needed: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,Global Finance Inc,Premium SLA,Low,Email,Desktop,Employee,Network Team,Cloud Team -> Hardware Team,3,Application Team
TCK-1517,Help needed: SQL query execution timing out for reporting service,Database Outage,Global Finance Inc,Premium SLA,High,Chat,Database Server,Employee,None,None,1,Database Team
TCK-1518,Ransomware threat notification detected on workstation,Security Incident,ABC Corp,Standard Enterprise,Medium,Email,Database Server,Manager,None,None,1,Security Team
TCK-1519,Help needed: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,XYZ Ltd,Basic Support,Critical,Chat,Cloud VM,Employee,None,None,1,Application Team
TCK-1520,URGENT: Database cluster replication delay critical alert,Database Outage,XYZ Ltd,Basic Support,Critical,Phone,Database Server,Employee,Cloud Team,Network Team -> Hardware Team,3,Application Team
TCK-1521,URGENT: Database connection pool exhausted on production server,Database Outage,Global Finance Inc,Premium SLA,Critical,Portal,Database Server,External Partner,Network Team,Cloud Team -> Database Team,3,Application Team
TCK-1522,URGENT: AWS EC2 instance instance status check failed,Cloud Outage,Acme Technologies,Mission Critical,High,Chat,Cloud VM,Manager,Database Team,Hardware Team -> Security Team -> Network Team,4,Cloud Team
TCK-1523,Help needed: Cloud storage bucket access permission denied,Cloud Outage,XYZ Ltd,Basic Support,Critical,Chat,Cloud VM,IT Admin,None,None,1,Application Team
TCK-1524,Issue reported: CRM module memory leak causing severe slow response,Application Crash,XYZ Ltd,Basic Support,High,Chat,Laptop,External Partner,None,None,1,Application Team
TCK-1525,Issue reported: Desktop app crashing with unhandled null pointer exception,Application Crash,ABC Corp,Standard Enterprise,Critical,Phone,Application Server,External Partner,None,None,1,Application Team
TCK-1526,System Alert - Mobile app freezing on checkout payment screen,Application Crash,ABC Corp,Standard Enterprise,Medium,Portal,Laptop,External Partner,None,None,1,Application Team
TCK-1527,Issue reported: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,Acme Technologies,Mission Critical,Medium,Chat,Desktop,Employee,None,None,1,Hardware Team
TCK-1528,Help needed: PostgreSQL database service stopped unexpectedly,Database Outage,Acme Technologies,Mission Critical,Medium,Portal,Database Server,Security Admin,None,None,1,Database Team
TCK-1529,Issue reported: Cannot connect to corporate VPN from home network,VPN Issue,XYZ Ltd,Basic Support,Low,Chat,VPN,Employee,Cloud Team,Application Team,2,Network Team
TCK-1530,User inquiry: Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,High,Portal,Cloud VM,Employee,Hardware Team,Network Team,2,Cloud Team
TCK-1531,Help needed: Suspicious multiple failed login attempts from unknown IP address,Security Incident,Global Finance Inc,Premium SLA,Medium,Phone,Network Device,IT Admin,None,None,1,Security Team
TCK-1532,Help needed: AWS EC2 instance instance status check failed,Cloud Outage,ABC Corp,Standard Enterprise,Medium,Email,Cloud VM,Manager,None,None,1,Cloud Team
TCK-1533,User inquiry: SQL query execution timing out for reporting service,Database Outage,XYZ Ltd,Basic Support,Critical,Portal,Database Server,External Partner,None,None,1,Application Team
TCK-1534,Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,Medium,Email,Application Server,Security Admin,None,None,1,Application Team
TCK-1535,Mobile app freezing on checkout payment screen,Application Crash,XYZ Ltd,Basic Support,Critical,Phone,Desktop,External Partner,None,None,1,Application Team
TCK-1536,Help needed: Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,High,Email,Desktop,Security Admin,None,None,1,Application Team
TCK-1537,User inquiry: Corrupted table index causing database deadlock,Database Outage,Acme Technologies,Mission Critical,Critical,Chat,Database Server,IT Admin,Hardware Team,Cloud Team,2,Database Team
TCK-1538,Issue reported: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,Acme Technologies,Mission Critical,Medium,Email,Network Device,Employee,None,None,1,Network Team
TCK-1539,User inquiry: Remote access gateway timeout during sign in,VPN Issue,XYZ Ltd,Basic Support,Critical,Phone,VPN,Employee,Hardware Team,Cloud Team -> Database Team,3,Network Team
TCK-1540,Help needed: Database cluster replication delay critical alert,Database Outage,ABC Corp,Standard Enterprise,High,Portal,Database Server,External Partner,None,None,1,Database Team
TCK-1541,System Alert - Ransomware threat notification detected on workstation,Security Incident,ABC Corp,Standard Enterprise,Critical,Portal,Application Server,External Partner,None,None,1,Security Team
TCK-1542,URGENT: CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Critical,Chat,Laptop,IT Admin,None,None,1,Application Team
TCK-1543,VPN tunnel dropping connection every few minutes,VPN Issue,ABC Corp,Standard Enterprise,High,Portal,VPN,Security Admin,None,None,1,Network Team
TCK-1544,Help needed: Web portal throwing HTTP 500 internal server error,Application Crash,XYZ Ltd,Basic Support,Critical,Chat,Application Server,Manager,None,None,1,Application Team
TCK-1545,URGENT: Desktop app crashing with unhandled null pointer exception,Application Crash,XYZ Ltd,Basic Support,Critical,Email,Laptop,Security Admin,Hardware Team,Cloud Team,2,Application Team
TCK-1546,User inquiry: AWS EC2 instance instance status check failed,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Chat,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1547,System Alert - SQL query execution timing out for reporting service,Database Outage,XYZ Ltd,Basic Support,High,Email,Database Server,Security Admin,Hardware Team,Database Team -> Cloud Team,3,Application Team
TCK-1548,Cannot connect to corporate VPN from home network,VPN Issue,Global Finance Inc,Premium SLA,High,Email,Network Device,Security Admin,None,None,1,Network Team
TCK-1549,Help needed: ERP software crashing upon submitting monthly invoice report,Application Crash,XYZ Ltd,Basic Support,Critical,Email,Desktop,IT Admin,None,None,1,Application Team
TCK-1550,SQL query execution timing out for reporting service,Database Outage,Acme Technologies,Mission Critical,Medium,Portal,Database Server,Manager,Security Team,Hardware Team -> Network Team -> Hardware Team,4,Database Team
